layer,index,singular_value
1,90,50.064431169986825
1,91,49.58343597760951
1,92,49.05763723206863
1,93,48.43563855774328
1,94,48.186459218618616
1,95,47.74556037874477
1,96,47.0272568288205
1,97,46.39884851070809
1,98,46.005426465312816
1,99,45.90524322581523
1,100,45.573571390730805
1,101,44.491135071669724
1,102,44.396793004479015
1,103,44.00789071521861
1,104,43.64507040658036
1,105,42.93849432937765
1,106,42.486485308825046
1,107,42.27497177296421
1,108,41.78382203689753
1,109,41.54175392544969
1,110,41.38213358139146
1,111,40.992248832932056
1,112,40.90456207180291
1,113,40.265725545435416
1,114,40.068912782233575
1,115,39.83334653949046
1,116,39.329202253047676
1,117,39.15248075745009
1,118,38.8364437589938
1,119,38.60476000490352
1,120,38.171880788678656
1,121,37.98518811643388
1,122,37.46564098914578
1,123,37.288010493302394
1,124,37.1024168780302
1,125,36.864030470926714
1,126,36.62483754363253
1,127,36.28645224674446
1,128,35.712857356929185
2,1,700.6176927904696
2,2,152.31896648517613
2,3,142.7204370107635
2,4,135.5553445035622
2,5,135.02473125413098
2,6,129.68467355026021
2,7,125.19838648660804
2,8,121.64880983900635
2,9,119.57914645223575
2,10,118.12830336774257
2,11,115.36608903952211
2,12,109.3871325389133
2,13,108.41843764634311
2,14,106.59140159225853
2,15,105.03381409704184
2,16,102.76771982932637
2,17,101.50359731198057
2,18,100.70043569420962
2,19,95.93777896918154
2,20,95.46264120949644
2,21,92.58760677444603
2,22,91.20847275233555
2,23,90.09770610260918
2,24,88.97347760837542
2,25,86.88214462204131
2,26,85.52521607360289
2,27,84.08125782243371
2,28,82.80221461299874
2,29,81.07517483357516
2,30,80.6205159247167
2,31,80.04085404507197
2,32,78.15950217017601
2,33,76.99486877698892
2,34,74.87126140198137
2,35,73.13013254806266
2,36,71.81692075931105
2,37,69.10491523398515
2,38,67.91566046041247
2,39,67.24990744632828
2,40,65.33775023133153
2,41,64.47535256263853
2,42,64.02274928381081
2,43,63.38311964047791
2,44,61.86622398375845
2,45,60.971683618774065
2,46,60.66555196401357
2,47,59.42428481683835
2,48,58.08846674010395
2,49,57.024373878251865
2,50,56.102068005859266
2,51,55.67444296201464
2,52,54.8598252876992
2,53,54.10033457190691
2,54,53.04973269997717
2,55,52.12335945901393
2,56,51.33454252432549
2,57,51.03053071243358
2,58,49.23899553250739
2,59,48.7413728558978
2,60,48.110275654771414
2,61,47.56450225527186
2,62,47.250041085133844
2,63,46.32995337559735
2,64,45.81939836729438
2,65,45.38071439725968
2,66,44.141069318109956
2,67,43.85398313035459
2,68,43.259381235761374
2,69,42.915485534059755
2,70,42.41145377876012
2,71,42.085795586357634
2,72,41.14667037881963
2,73,40.572394372797596
2,74,40.16862423883483
2,75,39.80652096340443
2,76,39.28448806231588
2,77,38.814157055087975
2,78,38.450788962670146
2,79,38.23294652964187
2,80,37.476651704190324
2,81,37.28819303220917
2,82,36.340512689396995
2,83,36.26631105736469
2,84,36.00318977053477
2,85,35.262091161818596
2,86,35.08394495514149
2,87,34.856534541004585
2,88,34.65154632909473
2,89,34.30244812634668
2,90,33.771571054941724
2,91,33.30785315825665
2,92,33.07188418767253
2,93,33.02549468984918
2,94,32.690660659254554
2,95,32.45647747018285
2,96,32.0569706210617
2,97,31.884044175493635
2,98,31.673625004273884
2,99,31.338737830576406
2,100,31.04038484126477
2,101,30.73170917389434
2,102,30.517392958514442
2,103,30.029312860747975
2,104,29.86525400507512
2,105,29.746538502294033
2,106,29.37717884887296
2,107,29.229030000787816
2,108,28.96873244159616
2,109,28.532804554574174
2,110,28.44316569927046
2,111,28.057609713975722
2,112,27.780192230830895
2,113,27.67299742469166
2,114,26.83357030037621
2,115,26.700019639334577
2,116,26.291490933556315
2,117,26.131930014522116
2,118,25.626624646731447
2,119,24.991507182316226
2,120,24.605070826877032
2,121,24.17321060067759
2,122,22.291570902371717
2,123,21.80000078947748
2,124,20.310085494226616
2,125,18.57685254356874
2,126,18.09164667739084
2,127,15.38000119392153
2,128,12.63600705735903
3,1,767.6556370508174
3,2,164.54959369430398
3,3,161.24194866903437
3,4,151.90757706028515
3,5,138.30535018196596
3,6,132.0301004966229
3,7,131.02111824209885
3,8,122.72642191401003
3,9,120.10845651916786
3,10,115.41223973411972
3,11,109.63510915638435
3,12,106.02249417390281
3,13,103.51104087583202
3,14,99.0377285357266
3,15,95.17439484714424
3,16,93.51959112300756
3,17,90.39186104460984
3,18,87.29609028550323
3,19,84.65178452509934
3,20,83.41857842549527
3,21,81.3097739949173
3,22,80.03067325629384
3,23,78.27764590312628
3,24,74.162758869492
3,25,72.26632438356222
3,26,69.97183877723232
3,27,69.0464867097664
3,28,68.31165956110657
3,29,65.72909365533873
3,30,64.96633045907848
3,31,63.98663281110243
3,32,60.73143110945632
3,33,59.81038994341487
3,34,58.978704522744444
3,35,57.482758128564214
3,36,57.00382336672877
3,37,56.23481244712919
3,38,54.778860322837396
3,39,53.17123010486797
3,40,52.5419379664507
3,41,51.739493899261895
3,42,50.23794809637017
3,43,49.15075931516025
